veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
selva,microsoft,100,125
selva,amazon,25,2000
senthil,google,60,1100
senthil,sony,100,170
selva,nvidia,100,300
veda,facebook,50,200
badrecord,flipkart
veda,apple,100,300
veda,zoho,100,175
